NAME,CLUBS,ATWins,ATLosses,winRatio,poolWins,poolLosses,poolWinRatio,DEWins,DELosses,DEWinRatio
"
                    Vivian Wei",Capital Fencing Academy,332,308,51.9%,267,232,53.5%,65,76,46.1%
"
                    Josephina Conway",University Of Notre Dame NCAA / Escrime Du Lac,459,172,72.7%,323,106,75.3%,136,66,67.3%
"
                    Dohyun Kim",Battle Born Fencing Club,55,13,80.9%,31,9,77.5%,24,4,85.7%
"
                    Liz Enochs",United Fencers of Oakland,84,67,55.6%,62,47,56.9%,22,20,52.4%
"
                    Leah Bragg",Peter Westbrook Foundation / Fencers Club Inc.,28,33,45.9%,20,25,44.4%,8,8,50.0%
"
                    Charles Leone",Elite Fencing Academy (GA) / Elite Fencing Academy (VA),598,335,64.1%,444,227,66.2%,154,108,58.8%
"
                    Royce Lee",TeamK Fencing / TeamK Fencing,154,127,54.8%,109,92,54.2%,45,35,56.2%
"
                    Jacqueline Dubrovich ",New Jersey Fencing Alliance,112,13,89.6%,63,3,95.5%,49,10,83.1%
"
                    Ashley Luo",Olympia Fencing Center,729,326,69.1%,494,220,69.2%,235,106,68.9%
"
                    Pablo Calderon",San Diego Fencing Center,12,4,75.0%,8,2,80.0%,4,2,66.7%
"
                    Aleksandr Smerdin",Alliance Fencing Academy,-,-,-,-,-,-,-,-,-
"
                    Julie Zheng",Jovanovic Fencing / Cambridge Fencing Center,644,394,62.0%,490,261,65.2%,154,133,53.7%
"
                    Toyohm Djonouma",Portland Fencing Center,142,102,58.2%,95,75,55.9%,47,27,63.5%
"
                    Cecilia Martinez",Lilov Fencing Academy,13,41,24.1%,11,33,25.0%,2,8,20.0%
"
                    Heidi Runyan",Spartak,80,23,77.7%,55,10,84.6%,25,13,65.8%
"
                    Charlotte Peng",Golden State Fencing Academy,354,336,51.3%,270,247,52.2%,84,89,48.6%
"
                    Julio Mazzoli",Olympia Fencing Center,124,65,65.6%,94,41,69.6%,30,24,55.6%
"
                    Eleksi Bolton",Phoenix Fencing Academy,68,134,33.7%,58,116,33.3%,10,18,35.7%
"
                    Owen MacNeill",Worcester Polytechnic Inst,80,137,36.9%,62,106,36.9%,18,31,36.7%
"
                    Phillip Yang",South Bay Fencing Academy,408,226,64.4%,287,155,64.9%,121,71,63.0%
"
                    Caitlyn Park",Gutkovskiy Fencing Academy,131,182,41.9%,99,147,40.2%,32,35,47.8%
"
                    Ashley Chen",Axis Fencing Club,202,134,60.1%,157,97,61.8%,45,37,54.9%
"
                    Maggie Meschia",Denver Fencing Center,224,427,34.4%,191,336,36.2%,33,91,26.6%
"
                    Ludovica Mancini",Wayne State University NCAA,35,9,79.5%,30,4,88.2%,5,5,50.0%
"
                    Chad Scales",Huntsville Fencing Club,40,20,66.7%,25,14,64.1%,15,6,71.4%
"
                    Robert Lipp",The Fencing Center,45,51,46.9%,36,38,48.6%,9,13,40.9%
"
                    Paul Ross",Birmingham Fencing Club / Auburn Fencing Club,172,220,43.9%,136,170,44.4%,36,50,41.9%
"
                    Thomas Fiechtner",Encinitas Fencing Academy,57,26,68.7%,44,17,72.1%,13,9,59.1%
"
                    Aubrey Testroet",Northwest Indiana Fencing Club,143,103,58.1%,105,75,58.3%,38,28,57.6%
"
                    Calvin Brassard",Sword In The Scroll Fencing Academy,7,16,30.4%,4,12,25.0%,3,4,42.9%
"
                    John Nicholson",Orion Fencing,22,17,56.4%,13,14,48.1%,9,3,75.0%
"
                    Ana Gaztanaga ",5T Fencers Club,14,31,31.1%,11,24,31.4%,3,7,30.0%
"
                    Steve Korinth",South Bay Fencing Academy,15,64,19.0%,11,52,17.5%,4,12,25.0%
"
                    Rebecca Mao",Bluegrass Fencers' Club,141,154,47.8%,115,115,50.0%,26,39,40.0%
"
                    Caecie DeBlaere",Fargo-Moorhead Fencing Club,40,53,43.0%,28,41,40.6%,12,12,50.0%
"
                    JiaQi Wang",Platinum Fencing Academy,519,325,61.5%,370,227,62.0%,149,98,60.3%
"
                    Ian Farr",Oregon Fencing Alliance / Oregon Fencing Alliance,-,-,-,-,-,-,-,-,-
"
                    Christopher Shankwiler",Nellya Fencers / North Atlanta High School Fencing Team (Saber & Foil),353,241,59.4%,259,173,60.0%,94,68,58.0%
"
                    Aaron Augustine",Gutkovskiy Fencing Academy,546,428,56.1%,411,309,57.1%,135,119,53.1%
"
                    Neha Neelam",Elite Fencing Academy (GA) / Elite Fencing Academy (VA),209,254,45.1%,167,193,46.4%,42,61,40.8%
"
                    Maya Baireddy",Manhattan Fencing Center,156,248,38.6%,123,193,38.9%,33,55,37.5%
"
                    Tristan O'Harrow",Fencing Academy Of Philadelphia / Iowa City Fencing Center,130,96,57.5%,99,69,58.9%,31,27,53.4%
"
                    Graham Shambarger",Seacoast Fencing Club,15,38,28.3%,13,32,28.9%,2,6,25.0%
"
                    Cynthia Chen",University Of Calif/Santa Barbara (UCSB) / Golubitsky Fencing Center,119,85,58.3%,93,61,60.4%,26,24,52.0%
"
                    Colin Brushaber",Fencing Academy Of Denver,74,65,53.2%,53,47,53.0%,21,18,53.8%
"
                    Isabella Guan",Cavalier Fencing Club,427,349,55.0%,323,258,55.6%,104,91,53.3%
"
                    Caleb McBride",Columbia Fencers' Club,12,11,52.2%,10,8,55.6%,2,3,40.0%
"
                    Sophia Lee",Manhattan Fencing Center / Manhattan Fencing of Englewood,443,364,54.9%,327,268,55.0%,116,96,54.7%
"
                    Jimmy Wallace",Dunwoody Fencing Club,3,4,42.9%,2,3,40.0%,1,1,50.0%
"
                    Maksym Petrov",Maximum Fencing Club,-,-,-,-,-,-,-,-,-
"
                    James Boudreaux",Elite Fencing Academy (VA) / Elite Fencing Academy (GA),396,155,71.9%,271,95,74.0%,125,60,67.6%
"
                    Haley Koo",Gutkovskiy Fencing Academy / Cardinal Fencing Club,200,65,75.5%,146,36,80.2%,54,29,65.1%
"
                    Willa Barman",Pioneer Valley Fencing Academy,14,12,53.8%,11,8,57.9%,3,4,42.9%
"
                    Laith Elkousy",Space City Fencing Academy,453,282,61.6%,322,201,61.6%,131,81,61.8%
"
                    Meera Desai",Elite Fencing Academy (VA) / Elite Fencing Academy (GA),539,372,59.2%,420,261,61.7%,119,111,51.7%
"
                    Reagan Nix","Fencing Sports Academy, Inc.",568,354,61.6%,411,249,62.3%,157,105,59.9%
"
                    Daniel Delannes-Molka",George Mason University Fencing Club,54,69,43.9%,43,52,45.3%,11,17,39.3%
"
                    Alexander Moses",TeamK Fencing,696,274,71.8%,468,184,71.8%,228,90,71.7%
"
                    Jeanne Thompson",Parkway Fencing Club,14,6,70.0%,11,3,78.6%,3,3,50.0%
"
                    Jack Piasio",DC Fencers Club / University Of Notre Dame NCAA,-,-,-,-,-,-,-,-,-
"
                    Amar Bhan",Worldwide Fencing Academy,139,202,40.8%,104,158,39.7%,35,44,44.3%
"
                    Michael Gong",Halberstadt Fencers' Club,-,-,-,-,-,-,-,-,-
"
                    Tarleton Hunt",University Of North Carolina/Chapel Hill NCAA / Space City Fencing Academy,117,70,62.6%,86,51,62.8%,31,19,62.0%
"
                    George Luo",PDX Fencing,349,197,63.9%,254,135,65.3%,95,62,60.5%
"
                    Wangzitai Xu",LA International Fencing,15,32,31.9%,11,27,28.9%,4,5,44.4%
"
                    Adam Barnett",Durkan Fencing Academy,374,175,68.1%,265,114,69.9%,109,61,64.1%
"
                    Christopher Ryan",Battle Born Fencing Club,85,110,43.6%,70,82,46.1%,15,28,34.9%
"
                    Lindsey Minor",Fencers Club Inc. / New Jersey Fencing Alliance,136,85,61.5%,103,65,61.3%,33,20,62.3%
"
                    Layla Roy",Gutkovskiy Fencing Academy,562,399,58.5%,428,280,60.5%,134,119,53.0%
"
                    Lívia Matos",Masters Fencing Club,126,52,70.8%,82,36,69.5%,44,16,73.3%
"
                    Johnny Arden",Sheridan Fencing Academy / Vassar College Fencing Club NCAA,-,-,-,-,-,-,-,-,-
"
                    Daniel Gorman",Houston Sword Sports,47,26,64.4%,32,19,62.7%,15,7,68.2%
"
                    Aaron Luo",Fencers Club Inc. / New Jersey Fencing Alliance,44,56,44.0%,35,42,45.5%,9,14,39.1%
"
                    Matthew Zich",Boston Fencing Club / Brandeis University NCAA,-,-,-,-,-,-,-,-,-
"
                    Oliver Gonzalez",Masters Fencing Club,44,49,47.3%,35,36,49.3%,9,13,40.9%
"
                    Hannah Liu",Sigma Fencing Academy,210,147,58.8%,147,108,57.6%,63,39,61.8%
"
                    Lara Kandadai",Cobra Fencing Club LLC,153,157,49.4%,113,118,48.9%,40,39,50.6%
"
                    Natalie Yen",Integrity Fencing Studio,201,307,39.6%,163,240,40.4%,38,67,36.2%
"
                    Robert Towster",Bayou City Fencing Academy,68,82,45.3%,51,62,45.1%,17,20,45.9%
"
                    Michael Kolodner",Delaware Valley Fencers Club-PA,4,3,57.1%,3,2,60.0%,1,1,50.0%
"
                    Jacob J Lee",Gutkovskiy Fencing Academy,584,279,67.7%,405,186,68.5%,179,93,65.8%
"
                    William Bedor",Fencers Club Inc.,132,74,64.1%,97,55,63.8%,35,19,64.8%
"
                    Natalia Oblonsky",Manhattan Fencing Center,173,117,59.7%,129,80,61.7%,44,37,54.3%
"
                    Kaylin Hsu",Precision Athletics Fencing Club,663,325,67.1%,463,214,68.4%,200,111,64.3%
"
                    Sam Ridky",Shoreline Fencers Club,39,18,68.4%,29,12,70.7%,10,6,62.5%
"
                    Sarah Isert",DC Fencers Club,158,95,62.5%,108,74,59.3%,50,21,70.4%
"
                    Helena Holden",Alliance Fencing Academy,86,99,46.5%,62,73,45.9%,24,26,48.0%
"
                    Daria Smuk",Rhode Island Fencing Academy And Club,423,369,53.4%,315,274,53.5%,108,95,53.2%
"
                    Kwangsuk Chung",Metro Tacoma Fencing Club,33,9,78.6%,21,5,80.8%,12,4,75.0%
"
                    Steve Wildman",Kansas City Fencing Center,29,31,48.3%,21,23,47.7%,8,8,50.0%
"
                    Rhys Bender",Augusta Fencers Club,90,69,56.6%,73,50,59.3%,17,19,47.2%
"
                    Joseph Alderson",Presidio Fencing Club,5,8,38.5%,3,6,33.3%,2,2,50.0%
"
                    Jake Lippman",Dynamo Fencing Center Inc.,45,59,43.3%,35,47,42.7%,10,12,45.5%
"
                    Robert Kania",Salle Auriol Seattle,23,44,34.3%,17,35,32.7%,6,9,40.0%
"
                    Wilma Jackson",Forge Fencing Teams,80,119,40.2%,64,92,41.0%,16,27,37.2%
"
                    Abigail Whitesides",Wasatch Fencing,129,179,41.9%,102,134,43.2%,27,45,37.5%
"
                    Amanda Sirico",University Of Notre Dame NCAA,28,11,71.8%,17,7,70.8%,11,4,73.3%
"
                    Alice Lee",OnTarget Fencing Club,34,70,32.7%,27,56,32.5%,7,14,33.3%
"
                    Shuayb Dinkins",Wayne State University NCAA / Windy City Fencing-Chicago,115,94,55.0%,88,69,56.1%,27,25,51.9%
"
                    Jordan Price",University Of Florida Fencing Club / Invictus Fencing,25,24,51.0%,21,17,55.3%,4,7,36.4%
"
                    Miyako DeRose",Manhattan Fencing Center,8,13,38.1%,8,10,44.4%,-,3,0.0%
"
                    Amy Amirault",Kaizen Academy LLC,26,82,24.1%,23,65,26.1%,3,17,15.0%
"
                    Russel Redding",Salle Auriol Seattle,43,93,31.6%,38,72,34.5%,5,21,19.2%
"
                    Samuel Lillard",Columbus Fencing And Fitness LLC,54,46,54.0%,44,32,57.9%,10,14,41.7%
"
                    Marcel Ursu",Manhattan Fencing Center,521,193,73.0%,368,115,76.2%,153,78,66.2%
"
                    Tristan Kai Jones",Wicked Cool Bar & Grille,65,12,84.4%,43,4,91.5%,22,8,73.3%
"
                    Jared Petroll",West Berkeley Fencing Club,83,36,69.7%,52,27,65.8%,31,9,77.5%
"
                    Katherine Alexandrov",Windy City Fencing-Chicago,259,177,59.4%,204,124,62.2%,55,53,50.9%
"
                    Aleksandra Kolmykova",Nazlymov Fencing Foundation,8,13,38.1%,7,10,41.2%,1,3,25.0%
"
                    Brennan Rieck",Omaha Fencing Club,13,27,32.5%,12,21,36.4%,1,6,14.3%
"
                    Grayson Hartman",Richmond Fencing Club,44,88,33.3%,38,69,35.5%,6,19,24.0%
"
                    Claudia Fodor",Manchen Academy Of Fencing,46,18,71.9%,31,11,73.8%,15,7,68.2%
"
                    Jens Stephan",German Fencing Academy,49,15,76.6%,34,8,81.0%,15,7,68.2%
"
                    Alexander Ju",RedStar Fencing Club Chicago / Fencers Club Inc.,71,41,63.4%,52,28,65.0%,19,13,59.4%
"
                    Hisham Abdelaziz",Farrag Fencing Team (FFT),2,4,33.3%,2,3,40.0%,-,1,0.0%
"
                    Victoria Li",Globus Fencing Academy,343,194,63.9%,249,135,64.8%,94,59,61.4%
"
                    Joseph Simak",Nazlymov Fencing Foundation,467,240,66.1%,321,162,66.5%,146,78,65.2%
"
                    Kelley Hurley ",New York Athletic Club / Alliance Fencing Academy,84,20,80.8%,52,11,82.5%,32,9,78.0%
"
                    Vlad Lovin",US Air Force Academy NCAA University / Renaissance Fencing Club,282,232,54.9%,202,170,54.3%,80,62,56.3%
"
                    James Sennewald",Alliance Fencing Academy,282,167,62.8%,206,115,64.2%,76,52,59.4%
"
                    Iris Yang",Tim Morehouse Fencing Club (Port Chester),1070,378,73.9%,739,225,76.7%,331,153,68.4%
"
                    Bradley Yao",Star Fencing Academy,757,468,61.8%,561,318,63.8%,196,150,56.6%
"
                    Anthony Laurene",Wadsworth Fencing Club,-,-,-,-,-,-,-,-,-
"
                    Kevin Zu",Fencers Club Inc.,257,121,68.0%,190,79,70.6%,67,42,61.5%
"
                    Tyler Cho",New York University NCAA / Fencers Club Inc.,323,149,68.4%,234,97,70.7%,89,52,63.1%
"
                    Rachel Buhay",Fencing Academy Of Denver,369,259,58.8%,284,185,60.6%,85,74,53.5%
"
                    Ryan Jeyoon",Elite Fencing Academy (VA) / Elite Fencing Academy (GA),901,376,70.6%,612,249,71.1%,289,127,69.5%
"
                    Hanho Lee",Columbus International Fencing Academy,18,13,58.1%,14,9,60.9%,4,4,50.0%
"
                    Andrew Bridgeman",Capital Fencing Academy / University of Maryland Terrapin Fencing,29,43,40.3%,22,35,38.6%,7,8,46.7%
"
                    Saira Veronica Dagli",Boston Fencing Club,18,75,19.4%,14,61,18.7%,4,14,22.2%
"
                    Mete Taskiran",Windy City Fencing-Chicago,54,137,28.3%,46,111,29.3%,8,26,23.5%
"
                    CAROL WANG",Bluegrass Fencers' Club,465,276,62.8%,346,192,64.3%,119,84,58.6%
"
                    Michael Kinney",Cape Fear Fencing Association,13,36,26.5%,10,28,26.3%,3,8,27.3%
"
                    Ho(Daniel) Jung",Olympic Fencers Club,119,50,70.4%,82,32,71.9%,37,18,67.3%
"
                    NIBIRU AZUL SALAZAR JOHNSON",South Denver Fencing Academy,14,13,51.9%,11,9,55.0%,3,4,42.9%
"
                    Jonathan Alumbaugh",Sword In The Scroll Fencing Academy,6,14,30.0%,5,10,33.3%,1,4,20.0%
"
                    Grace (XinYi) Xu",Wellesley College Fencing NCAA,120,66,64.5%,87,44,66.4%,33,22,60.0%
"
                    Jayden Hooshi",East Coast Fencing Club,904,325,73.6%,628,195,76.3%,276,130,68.0%
"
                    Kira Erikson",South Bay Fencing Academy,430,277,60.8%,310,200,60.8%,120,77,60.9%
"
                    zoie mendoza",LA International Fencing,242,225,51.8%,184,165,52.7%,58,60,49.2%
"
                    Antonia Haynes",Windy City Fencing-Chicago,173,164,51.3%,131,120,52.2%,42,44,48.8%
"
                    Connor Woodward",Research Triangle Fencing / Nazlymov Fencing Foundation,534,290,64.8%,385,202,65.6%,149,88,62.9%
"
                    Ethan Peña",Elite Fencing Club,112,112,50.0%,90,83,52.0%,22,29,43.1%
"
                    Philippe Brillant",Candlewood Fencing Center,26,14,65.0%,18,10,64.3%,8,4,66.7%
"
                    Nicholas Baumstein",University Of North Carolina/Chapel Hill NCAA,300,124,70.8%,214,79,73.0%,86,45,65.6%
"
                    Yeva Mazur",The Ohio State University NCAA,49,16,75.4%,34,11,75.6%,15,5,75.0%
"
                    Sarah Read",Corsair Fencing Club,31,30,50.8%,25,23,52.1%,6,7,46.2%
"
                    Mariel Zagunis ",Oregon Fencing Alliance,55,3,94.8%,28,2,93.3%,27,1,96.4%
"
                    Joshua Chung",Olympic Fencers Club,153,103,59.8%,118,71,62.4%,35,32,52.2%
"
                    Heartlyn Tabangay",Midwest Fencing Club,484,178,73.1%,336,118,74.0%,148,60,71.2%
"
                    Morgane Bhatt",Halberstadt Fencers' Club,102,39,72.3%,74,24,75.5%,28,15,65.1%
"
                    Elise Chin",Premier Fencing Academy / Premier Fencing Academy,260,276,48.5%,207,209,49.8%,53,67,44.2%
"
                    Savannah Li",Tim Morehouse Fencing Club (Port Chester),287,349,45.1%,212,263,44.6%,75,86,46.6%
"
                    Audrey Pei",Beverly Hills Fencers' Club,62,52,54.4%,45,38,54.2%,17,14,54.8%
"
                    Hugo rautureau",North Bay Fencing Academy,276,126,68.7%,203,78,72.2%,73,48,60.3%
"
                    Griffith Werwa",Worldwide Fencing Academy / Brandeis University NCAA,188,320,37.0%,156,253,38.1%,32,67,32.3%
"
                    Ella Nguyen",Windy City Fencing-Chicago,194,297,39.5%,151,231,39.5%,43,66,39.4%
"
                    Luke Schimel",Hills Fencing Institute (H3),48,109,30.6%,40,87,31.5%,8,22,26.7%
"
                    Alastair Rajpal",Fencing Center Of Chicago,182,212,46.2%,146,159,47.9%,36,53,40.4%
"
                    Ying Cao",Cornell University NCAA,47,27,63.5%,34,18,65.4%,13,9,59.1%
"
                    Katia Schlienger",Manhattan Fencing Center,20,26,43.5%,17,19,47.2%,3,7,30.0%
"
                    Yat Hay Casper Lai",Purdue Fencing Club-Purdue Univ.,95,30,76.0%,64,20,76.2%,31,10,75.6%
"
                    Christian Dudnick",Fencing Academy Of Denver,378,363,51.0%,288,275,51.2%,90,88,50.6%
"
                    Paul Handberg",University Of Florida Fencing Club / Invictus Fencing,125,58,68.3%,90,37,70.9%,35,21,62.5%
"
                    William Henry Seefeldt",Woodlands International Fencing Club / City of Thunder FC,592,224,72.5%,396,141,73.7%,196,83,70.3%
"
                    Kevin Bae",University Of Notre Dame NCAA / Gutkovskiy Fencing Academy,753,470,61.6%,541,338,61.5%,212,132,61.6%
"
                    Emily Vermeule",Olympia Fencing Center,113,27,80.7%,74,15,83.1%,39,12,76.5%
"
                    Quentin Villareal",Houston Sword Sports,95,81,54.0%,75,57,56.8%,20,24,45.5%
"
                    Graham Skinner",Boston Fencing Club,294,138,68.1%,214,90,70.4%,80,48,62.5%
"
                    Lydia Shen",Star Fencing Academy,723,293,71.2%,505,185,73.2%,218,108,66.9%
"
                    August Stam",James Madison University Fencing Club,44,28,61.1%,34,18,65.4%,10,10,50.0%
"
                    Jameson Cosgrove",Metro Tacoma Fencing Club,106,154,40.8%,84,123,40.6%,22,31,41.5%
"
                    Luhan Zhao",New York University NCAA / Fencing Academy Of Philadelphia,286,250,53.4%,220,190,53.7%,66,60,52.4%
"
                    Tate Nguyen",Windy City Fencing-Chicago,476,287,62.4%,336,204,62.2%,140,83,62.8%
"
                    John Parcelewicz",Olympic Fencers Club / Fencing Club at Auburn University,160,199,44.6%,124,155,44.4%,36,44,45.0%
